Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
884,327,52123,29678,89,0,870,0,0,72577
151,75,96250,51365,0,0,151,0,0,72578
1389,579,58125,32586,168,14,1275,13,1,72579
957,482,37368,22478,47,0,864,0,54,72581
2166,661,34076,17097,375,0,1972,0,0,72583
403,107,-666666666,19920,51,0,403,0,0,72584
282,148,-666666666,101949,0,0,282,0,0,72585
9,4,-666666666,-1,0,0,9,0,0,72587
29777,12235,52469,30449,3670,101,28383,160,91,72601
1706,605,34313,24202,529,3,1509,0,2,72611
36,7,-666666666,20553,0,0,36,0,0,72615
11184,4217,55601,29522,2057,86,8318,239,159,72616
443,90,-666666666,12238,44,0,443,0,0,72617
1781,803,46394,34203,103,0,1683,53,0,72619
675,230,66000,23178,93,0,672,0,0,72623
336,117,47019,23274,17,0,336,0,0,72624
1399,683,43162,30346,158,0,1308,0,0,72626
706,328,49063,32226,79,0,660,0,9,72628
366,169,-666666666,23489,72,0,360,0,0,72629
86,41,50938,30567,3,0,78,2,1,72630
4219,2014,57409,34588,149,0,3970,0,8,72631
4279,1983,52176,30459,710,17,3827,14,64,72632
2204,840,58281,24652,183,0,2148,0,0,72633
4544,1922,46827,25379,554,12,4246,41,26,72634
3751,1466,44912,21753,432,29,3477,24,0,72635
4,4,-666666666,53475,0,0,4,0,0,72636
6929,2465,60440,23893,1185,0,5019,87,29,72638
810,244,-666666666,24292,238,29,615,0,0,72639
472,183,72788,22652,0,0,426,0,32,72640
2323,946,37049,26624,357,10,2225,0,22,72641
1884,1008,53875,40654,296,0,1783,6,10,72642
2768,982,41923,20915,361,19,2553,3,16,72644
1546,630,34783,23478,371,0,1365,3,114,72645
548,153,81809,23218,8,0,458,0,0,72648
3946,1565,36908,21500,1112,4,3498,18,91,72650
1313,656,49375,24564,177,0,1200,77,0,72651
28615,13169,47665,31734,3783,71,26614,118,227,72653
405,187,43854,26957,27,0,399,0,6,72655
1641,646,41800,27831,357,0,1539,5,0,72658
610,264,-666666666,35094,41,0,409,6,4,72660
755,364,33667,24804,180,0,755,0,0,72661
2925,1166,53571,26482,476,0,2774,0,20,72662
314,99,78558,30511,0,0,314,0,0,72663
82,55,-666666666,39772,0,0,82,0,0,72666
473,153,-666666666,13691,407,0,473,0,0,72668
148,53,39688,29155,14,0,148,0,0,72669
197,63,142750,33049,0,0,129,0,0,72670
264,102,33000,15960,60,0,264,0,0,72672
1644,615,46635,23030,498,0,1553,0,12,72675
723,255,47781,21300,129,0,716,7,0,72677
85,40,-666666666,16133,0,0,74,0,0,72679
955,443,39776,24654,110,0,753,0,9,72680
237,118,36860,24725,62,0,194,0,43,72682
389,148,-666666666,23557,6,0,389,0,0,72683
1252,487,52563,21591,187,0,1220,0,5,72685
188,55,-666666666,19206,34,0,188,0,0,72686
6811,2791,42989,24280,1037,76,6342,21,0,72687
47780,17582,49169,29220,11078,2761,37475,1319,522,72701
35324,16171,57175,41362,5990,1658,28198,1314,54,72703
28832,12449,83327,50156,2363,904,23419,311,191,72704
38006,14336,95071,54029,2442,1334,28148,2709,222,72712
24402,9369,108148,54060,1180,900,15003,4959,84,72713
13811,5417,86893,45166,313,0,11918,97,105,72714
16747,7265,80817,53768,727,71,14875,76,149,72715
1183,471,60721,26613,86,0,701,0,7,72717
5111,1696,137038,53965,26,0,4022,83,11,72718
17341,6312,101613,50764,795,926,11872,409,77,72719
725,254,-666666666,20351,203,0,395,0,0,72721
2505,937,51424,30267,531,88,1450,133,119,72722
6248,2471,61705,29730,409,16,5492,28,12,72727
99,91,26558,24699,0,0,34,0,0,72729
10842,3740,84563,33673,606,189,8639,172,178,72730
5346,2049,71231,41350,394,28,3990,14,140,72732
8589,3195,64661,31275,954,0,6257,159,144,72734
7914,2396,72913,33010,291,80,6582,11,51,72736
2282,760,84318,35422,260,0,1770,64,64,72738
430,194,78304,41560,3,0,359,0,0,72739
10066,3493,51756,28465,1967,8,7902,103,12,72740
457,263,85267,35627,8,0,457,0,0,72742
4936,1848,56638,27308,574,15,3595,192,76,72744
14115,4763,77605,32642,1082,136,8829,375,96,72745
119,63,-666666666,34549,0,0,119,0,0,72747
401,56,-666666666,13065,128,1,395,0,0,72749
9011,3202,90159,35306,436,297,6518,81,92,72751
135,107,70225,40741,34,0,124,0,0,72752
10363,3801,61825,27800,1460,91,8331,27,24,72753
40282,14965,67893,35532,5092,333,29087,601,607,72756
46731,16138,89111,47339,3999,641,32930,1440,336,72758
324,122,70323,27931,27,0,251,0,0,72760
22808,7850,65335,27804,3089,235,15665,678,798,72761
44822,15426,76739,37063,4505,738,28205,1240,355,72762
58066,19570,57361,28762,9027,2459,28484,1662,905,72764
1433,488,49188,22454,113,1,1203,0,2,72768
1172,451,56406,26536,76,0,761,147,0,72769
1367,527,52702,24069,88,0,1248,0,0,72773
7138,2510,67838,30523,442,42,5680,172,103,72774
784,350,-666666666,28985,34,0,733,0,0,72776
18165,6196,38216,22447,3550,866,13717,439,611,72801
23422,9036,59772,31681,3644,572,20079,111,64,72802
2271,775,36442,21528,798,0,2091,0,0,72821
6131,2386,57270,30429,965,120,5833,0,0,72823
1947,711,73566,25245,224,16,1660,94,1,72824
7,2,-666666666,-1,0,0,7,0,0,72826
113,73,20179,16865,36,0,110,0,0,72827
90,63,-666666666,20527,38,0,87,0,0,72828
0,0,-666666666,-666666666,0,0,0,0,0,72829
16138,6013,39950,22283,3344,294,13041,681,119,72830
713,311,24620,15753,129,0,666,0,0,72832
4017,1300,52794,23155,848,49,2531,14,48,72833
9618,3704,59435,28044,739,344,7317,105,44,72834
743,303,38750,21916,177,0,663,0,0,72835
8250,3289,45171,27459,1357,70,7589,0,83,72837
218,103,80324,38382,30,0,218,0,0,72838
587,216,56111,23690,0,0,587,0,0,72839
2404,881,40861,17251,828,73,2045,74,0,72840
224,91,28512,18562,49,0,224,0,0,72841
1126,406,48409,25995,157,31,827,9,2,72842
2184,806,56071,23876,323,0,2082,0,11,72843
950,401,55060,24331,173,0,933,0,0,72845
3595,1448,49310,28368,693,40,3259,27,9,72846
3328,1186,55642,24379,613,4,3222,11,1,72847
719,305,64276,30429,52,0,716,0,0,72851
140,66,44184,29650,0,0,140,0,0,72852
2411,965,43542,22443,330,9,2207,0,0,72853
512,239,36875,21928,24,10,475,0,0,72854
6178,2530,48929,32726,916,60,5288,240,2,72855
493,168,67679,30729,185,0,387,0,14,72856
1172,545,58958,30809,123,9,1131,0,2,72857
2923,1118,69167,38664,317,0,2597,78,0,72858
105,38,56250,20759,6,0,101,0,0,72860
1668,631,65464,30326,131,51,1518,58,0,72863
1283,493,54767,25103,234,16,1208,11,14,72865
20783,8824,42361,25275,4931,2010,13334,523,213,72901
25696,11088,58498,39044,2514,1840,19613,910,231,72903
22539,7881,38009,16746,7536,2779,8103,2039,296,72904
0,0,-666666666,-666666666,0,0,0,0,0,72905
13860,5946,63697,37894,1160,304,10477,1076,287,72908
11290,4404,81047,60976,924,398,8846,779,22,72916
12817,4560,62568,29370,2248,280,11407,13,104,72921
4901,2217,50367,32465,582,123,4025,403,0,72923
677,248,50000,20602,37,119,545,0,4,72926
8419,3139,50982,25731,1134,179,7564,0,73,72927
653,333,24196,18709,148,0,542,63,2,72928
213,117,53580,25485,0,5,208,0,0,72930
1497,610,51040,24946,227,0,1287,28,2,72932
4959,2013,51118,29835,749,24,4549,26,5,72933
1035,428,-666666666,26773,76,0,989,0,0,72934
481,219,70156,26650,112,16,404,0,8,72935
14285,5752,68125,32366,1346,128,12545,14,92,72936
3246,1353,55440,32137,433,0,2867,0,21,72937
1103,411,59375,35564,214,0,967,55,2,72938
1836,657,58558,25831,283,5,1620,123,0,72940
5016,1848,75962,31994,293,50,4557,4,21,72941
2589,986,51806,24464,419,30,2430,33,0,72943
2807,1090,46429,22052,600,23,2387,16,37,72944
314,174,33966,21593,68,0,266,0,30,72945
3541,1272,54478,25778,811,0,3027,0,23,72946
3372,1421,49299,27276,412,25,2907,25,75,72947
193,96,41167,25880,0,0,193,0,0,72948
9606,3701,48779,25146,1560,67,8719,26,72,72949
609,268,46731,24584,153,0,547,53,0,72950
691,328,37500,23137,220,0,623,46,1,72951
2275,968,64327,32619,350,0,1901,0,22,72952
1132,191,-666666666,9511,808,0,941,131,0,72955
34805,13251,57625,30013,5597,450,29108,618,370,72956
6605,2629,42372,22937,1230,0,5573,10,29,72958
2962,1260,48770,29502,488,0,2742,67,6,72959
64,20,-666666666,16367,15,0,39,0,0,73001
1146,380,64667,29167,88,11,921,13,60,73002
22494,9182,72894,37605,2391,2166,16349,603,139,73003
875,339,79125,36794,89,0,769,3,30,73004
8033,2721,50071,23238,1661,528,3204,18,2600,73005
2563,1019,46632,26036,560,20,1559,0,866,73006
2357,1001,117396,64565,124,58,1923,24,43,73007
21268,7951,54925,26603,3293,1641,14976,150,789,73008
800,361,56797,35112,90,26,570,2,124,73009
20314,6999,84491,37863,1366,100,17004,33,1143,73010
592,213,55341,26499,77,3,543,0,13,73011
43337,15093,116313,48994,2072,3638,31012,3090,581,73012
58211,21401,106958,53663,3628,5976,41091,4141,1112,73013
1359,451,81458,35048,184,0,1001,0,124,73014
2301,894,41827,27085,442,68,1424,10,446,73015
2607,777,101587,35043,71,18,2148,0,160,73016
1306,479,42986,24797,201,0,1042,0,61,73017
20373,7911,56720,32339,3153,1096,15749,98,822,73018
0,0,-666666666,-666666666,0,0,0,0,0,73019
25295,9241,94346,40140,2006,1376,20352,420,1044,73020
263,144,46000,32543,28,51,173,0,22,73021
0,0,-666666666,-666666666,0,0,0,0,0,73022
673,234,55625,26245,46,0,573,0,9,73024
16620,5409,171171,77252,954,418,14108,333,356,73025
11180,4192,96429,44061,856,139,9270,33,775,73026
1420,558,78158,33586,190,81,1104,0,133,73027
3695,1475,52769,30573,535,25,3267,0,159,73028
1377,469,59188,30137,189,0,882,2,98,73029
4329,1584,58807,32581,629,77,3256,0,548,73030
42,19,-666666666,23205,14,0,36,0,0,73031
189,75,43125,27384,42,9,120,0,45,73032
567,139,57188,21639,142,1,275,0,13,73033
46751,17001,106367,54107,4436,1436,37968,1403,1329,73034
20263,7058,55629,26148,3195,1310,14177,106,1350,73036
1526,592,53177,28727,330,40,1037,0,325,73038
1333,596,54327,32972,201,27,974,0,118,73040
350,143,79583,45780,23,2,298,2,29,73041
961,343,53438,27050,172,7,661,0,167,73042
143,62,60000,35119,27,0,86,0,6,73043
24043,8810,71571,33904,3462,1638,19421,132,803,73044
11317,3999,73665,31884,1460,52,9339,223,745,73045
6349,1841,54972,24018,893,267,4797,1,348,73047
2381,896,54737,31296,282,45,1996,0,75,73048
6688,2393,75844,38140,620,404,5369,6,234,73049
1603,92,27500,5576,212,1403,134,0,11,73050
9762,2719,61446,23522,1141,764,6696,64,962,73051
6183,2381,57911,30019,570,12,5134,44,222,73052
594,210,64167,33830,84,0,471,1,41,73053
4333,1710,55167,33472,286,133,3538,5,353,73054
9833,3840,59783,31054,1410,24,8540,4,291,73055
611,261,62250,32692,66,0,547,0,10,73056
2337,964,56603,29174,408,5,1931,0,185,73057
283,95,54583,35978,112,22,234,0,17,73058
2726,1116,69359,36190,249,30,2383,4,44,73059
1698,700,85781,32598,155,12,1373,9,72,73061
1154,545,49625,31367,223,4,897,0,175,73062
758,324,60000,35395,105,0,650,18,26,73063
26536,9627,91142,42998,1933,749,21194,588,847,73064
9877,3876,81633,40313,352,155,8084,0,559,73065
232,69,81989,25115,32,21,91,0,0,73066
1803,641,76708,34397,118,2,1520,0,126,73067
12297,4695,72485,34370,1586,65,10453,0,634,73068
27926,11336,54194,31125,5257,1089,19747,929,1118,73069
158,0,-666666666,11689,38,22,130,0,0,73070
43027,17985,57428,31822,9246,3496,29888,2012,1561,73071
49906,19392,71768,42193,6042,1764,37983,3055,1926,73072
642,345,70848,38912,13,0,591,0,5,73073
1175,426,60000,28836,169,1,884,21,68,73074
9374,3581,49175,29239,1395,312,7395,59,357,73075
6211,2341,63048,33337,571,114,5485,5,166,73077
12586,4653,90983,40768,152,264,10134,321,205,73078
627,218,89167,30817,94,0,542,26,3,73079
10037,3590,75545,34317,861,84,7937,55,405,73080
2924,1099,47784,28428,443,24,2591,0,65,73082
5989,2603,50072,24973,1162,3304,1908,27,42,73084
8480,3090,60616,32279,1217,76,5971,0,978,73086
13815,4826,95829,39081,744,16,12071,83,416,73089
729,202,69423,26994,70,109,553,12,2,73090
806,302,51875,24771,149,20,637,3,80,73092
3706,1337,85469,38788,190,3,2962,18,196,73093
2061,766,71643,31393,213,49,1540,0,282,73095
14107,5365,54740,30731,2713,384,11120,247,665,73096
128,66,-666666666,63812,0,0,128,0,0,73097
3649,1362,57697,29857,555,120,2949,0,84,73098
83451,30334,83891,37091,4767,2837,65248,2525,2824,73099
3460,1198,62278,35454,316,590,2065,150,204,73102
5333,3072,54756,58073,658,318,4245,180,90,73103
3557,2072,68581,66347,696,913,2064,286,47,73104
5940,3003,48441,37255,1247,3032,2023,317,26,73105
13001,4917,47843,31990,2888,895,8290,701,441,73106
25594,11062,55881,31445,3719,1302,16947,667,1531,73107
14754,5202,34640,17194,5233,1254,7422,53,1029,73108
19637,7164,36617,17544,5977,1848,10837,150,1159,73109
32742,14135,49064,27816,6342,8040,19164,442,1136,73110
11463,4846,37908,22446,3506,9120,1451,20,174,73111
31809,15102,55138,33411,5938,4255,19602,1384,1156,73112
18611,8187,49216,27338,5033,7560,7078,247,723,73114
20462,8289,47305,25834,4213,4283,11155,382,946,73115
9932,4552,82060,82609,678,521,7707,366,204,73116
5928,2815,22152,20845,2377,3978,1217,111,52,73117
13942,6790,64553,48564,1682,836,10390,497,350,73118
30414,10470,41818,17877,7417,2128,16830,38,1518,73119
35070,17968,58632,48461,4336,7088,21649,663,1324,73120
3127,1324,75369,39954,361,1654,1163,58,97,73121
12698,5231,49265,27210,2800,1860,7327,315,267,73122
26031,9077,46399,21515,6702,3668,13899,582,1043,73127
6472,2625,82043,36681,1237,520,3623,1128,159,73128
20501,6617,40598,18492,5050,1848,9624,370,1323,73129
21133,8443,70333,35445,1686,3821,13786,379,275,73130
3392,1400,116081,59381,333,190,2828,18,49,73131
27479,11360,55875,32953,3371,5408,16035,1454,477,73132
6494,3634,53694,41438,1185,1211,3620,507,273,73134
22020,8527,61844,28567,4552,6193,9973,1421,396,73135
18165,7722,45884,25452,3820,1695,10637,471,961,73139
2772,1027,55174,23438,565,1201,1003,12,13,73141
16449,7438,84224,56555,1335,1954,10794,1421,316,73142
3505,595,63074,20638,136,349,2603,70,0,73145
5691,1830,46607,17841,2157,340,3302,364,174,73149
5748,2022,84781,41115,446,203,4494,72,137,73150
2198,656,159853,70541,106,74,1834,99,38,73151
32234,12568,53829,27090,6073,2785,19200,1741,1458,73159
61987,23674,72490,34539,6290,3233,45382,1709,2613,73160
29216,11727,84862,42189,1810,4500,19224,1770,633,73162
8263,2667,126128,49607,615,547,6004,164,447,73165
3489,916,87411,28390,192,94,2497,53,28,73169
41645,15860,89925,44751,2527,1984,28915,3828,1124,73170
4241,1383,133822,51873,110,90,3248,119,205,73173
6484,2589,99668,45635,431,477,4217,707,107,73179
36324,14106,57468,31541,5382,2529,24535,602,2963,73401
86,61,26658,30994,0,0,32,0,0,73425
1372,539,71932,31911,259,43,1126,0,30,73430
928,375,57321,30411,63,7,705,0,118,73432
2386,919,57171,32581,365,24,1991,0,85,73433
553,206,51250,28554,102,0,454,0,19,73434
53,25,50625,26206,0,0,53,0,0,73435
132,41,-666666666,23538,34,7,89,0,7,73436
57,28,41875,29207,0,0,57,0,0,73437
2812,1278,48017,28898,471,28,2302,0,132,73438
6627,2590,48913,27396,1205,30,5232,9,247,73439
212,74,56111,28705,72,0,98,0,19,73440
149,59,36042,17553,48,0,112,0,14,73441
266,128,46500,43643,33,0,212,0,18,73442
3294,1126,64058,27662,533,128,2259,37,397,73443
162,65,76688,34492,21,27,102,0,4,73444
8731,3037,55591,28565,1602,124,5184,31,693,73446
1123,417,47292,22393,157,0,791,0,42,73447
5812,2058,58125,27066,811,149,4028,8,339,73448
3001,1355,47363,29331,531,34,2199,1,452,73449
1283,518,52551,27084,238,22,861,2,124,73450
618,255,72375,39568,96,2,491,0,46,73453
560,232,55109,26099,120,0,405,0,51,73455
1630,649,49327,27309,247,0,1314,1,147,73456
949,321,76250,32101,97,26,778,0,14,73458
1507,582,55667,28948,171,11,1257,45,24,73459
4379,1561,40572,21234,1256,150,2802,0,525,73460
759,270,48382,21801,206,49,527,0,57,73461
3894,1502,56786,30115,602,10,3358,0,148,73463
1048,363,43125,29984,132,43,838,0,49,73481
183,65,26875,16538,37,153,14,0,2,73487
24,10,-666666666,22163,8,0,14,0,0,73488
693,295,58281,29124,197,0,559,0,30,73491
20630,7697,46701,24265,4260,4468,10517,485,1403,73501
11528,1746,52215,20414,605,1847,7332,436,114,73503
47658,18614,55574,31818,8012,9277,25800,1522,2027,73505
21427,8554,63924,33231,3355,3001,13006,326,1145,73507
95,37,68125,26588,17,7,75,0,0,73520
20479,8216,61441,31302,2867,1473,14786,370,265,73521
170,0,-666666666,21864,0,63,85,6,0,73523
1862,705,67875,33238,281,17,1547,0,14,73526
4867,1826,74468,32165,533,138,3567,79,403,73527
635,217,66806,27346,61,1,545,2,27,73528
4633,1721,57413,32005,682,22,3844,10,215,73529
427,168,38125,28446,50,4,322,0,1,73530
333,124,75179,34867,55,21,288,0,2,73531
438,178,68125,36727,12,7,368,0,9,73532
27866,11048,56934,31495,4750,673,21844,193,1156,73533
552,210,55682,29788,127,11,385,0,19,73537
6560,2230,81360,31923,510,88,5076,73,225,73538
141,79,107841,44419,0,0,131,0,0,73539
312,128,83750,39612,21,0,218,2,36,73540
3707,1523,56042,38892,564,61,2981,25,146,73541
4098,1531,46417,22502,687,381,2599,31,184,73542
1950,828,70750,32754,357,50,1552,11,68,73543
278,115,39792,41297,20,3,241,0,0,73544
1105,472,42500,25276,179,55,725,0,82,73546
1665,477,59179,19267,112,190,1118,6,114,73547
365,160,-666666666,51157,79,0,342,22,1,73548
325,126,122000,54337,21,0,297,0,4,73549
2100,795,56576,30718,399,246,1316,6,62,73550
47,15,-666666666,23883,0,0,47,0,0,73551
1341,485,70515,31190,109,7,1002,7,167,73552
10,4,68750,36690,0,0,10,0,0,73553
3407,1313,53656,21714,590,124,2958,0,6,73554
239,57,61875,22195,3,31,144,0,12,73555
127,40,-666666666,19299,59,0,78,0,6,73556
205,116,110962,86662,9,0,184,0,9,73557
422,163,36250,23845,67,5,343,0,11,73559
799,324,58088,24386,124,1,621,0,6,73560
701,189,110625,36708,52,0,643,0,10,73562
390,148,61250,23667,68,9,341,0,14,73564
920,341,42875,21700,251,58,710,0,20,73565
1437,544,52273,26000,200,6,1221,5,31,73566
807,324,50000,31804,107,0,726,8,0,73567
964,403,29671,24280,281,67,773,0,17,73568
443,180,42500,24218,101,4,338,0,27,73569
946,330,51591,25145,209,37,639,0,7,73570
69,18,45625,10100,6,0,69,0,0,73571
3230,1174,57045,30266,774,11,2322,4,456,73572
2371,909,53082,34299,604,33,1945,0,55,73573
9323,3678,60568,34394,816,527,5458,107,545,73601
1638,524,48200,21102,270,15,1423,0,47,73620
303,114,41912,20269,38,0,253,0,12,73622
2104,688,52500,25133,521,63,1608,6,62,73624
418,173,75375,34139,43,0,352,0,7,73625
1050,346,81250,32537,128,6,865,0,19,73626
460,185,71806,52229,24,0,420,0,9,73627
1601,662,52458,36518,200,3,1354,5,47,73628
3019,1078,67750,26117,151,35,2825,1,28,73632
173,63,78125,29610,37,0,171,0,0,73638
768,281,54583,26629,92,3,656,0,42,73639
498,222,51136,26408,61,0,474,0,1,73641
122,60,45833,37587,4,0,118,0,0,73642
13419,5782,50221,30532,3014,349,11785,113,188,73644
984,437,34926,27261,343,4,871,0,12,73645
335,147,90313,56417,0,0,247,0,60,73646
691,260,70455,32913,94,0,622,9,12,73647
885,344,66458,68363,120,0,664,6,155,73650
4015,1501,32926,18822,1245,258,3228,25,34,73651
831,323,80313,47248,71,0,774,0,21,73654
932,356,56875,25363,107,23,707,0,39,73655
240,114,48571,32567,66,1,201,0,7,73658
218,50,-666666666,28703,37,0,191,0,0,73659
413,171,47768,23708,100,0,362,0,4,73660
696,179,68188,37360,31,0,661,0,7,73661
7589,1689,57734,17265,763,1069,5388,26,235,73662
1219,406,67727,33120,101,0,958,0,134,73663
1126,520,91786,51057,232,3,865,0,48,73664
375,180,55833,33545,13,0,356,0,3,73666
470,180,67955,26733,86,2,418,0,32,73667
17,11,-666666666,29035,3,0,16,0,0,73668
1606,536,56750,27294,255,0,1337,0,94,73669
407,230,53008,39839,48,0,375,0,3,73673
25892,8988,52081,23701,5291,490,17090,114,868,73701
29157,11888,70243,38950,2496,706,24438,643,378,73703
317,0,-666666666,25555,0,70,182,0,0,73705
499,219,80179,31959,36,0,452,0,0,73716
6972,2591,46964,28810,1170,266,6200,13,117,73717
499,225,59583,39204,51,0,475,0,5,73718
112,42,107969,30211,19,0,101,0,0,73719
109,74,67750,46420,4,0,109,0,0,73720
407,99,70625,27869,36,0,331,38,4,73722
756,307,61705,35527,23,0,591,4,74,73724
361,150,48333,38264,101,0,331,0,10,73726
131,47,-666666666,44012,11,0,85,5,0,73727
1896,768,78625,34798,256,19,1603,1,17,73728
601,237,60694,31506,100,0,574,0,2,73729
664,301,-666666666,31227,49,0,630,0,3,73730
139,80,58750,38822,12,0,96,0,41,73731
207,68,90833,30509,15,0,170,0,2,73733
567,305,50625,45615,61,3,485,0,19,73734
721,295,103542,47022,101,9,579,0,1,73735
594,231,132188,47940,20,11,547,0,4,73736
3598,1517,62546,29281,521,2,3022,27,87,73737
989,382,65208,34347,69,17,870,0,0,73738
405,185,84306,33676,24,0,404,0,0,73739
1542,168,70769,14068,32,182,1002,0,121,73741
3847,1342,54839,37207,637,8,3061,14,30,73742
77,31,61607,25044,2,0,67,0,0,73743
138,76,57500,45077,1,0,137,0,0,73744
5,5,-666666666,-1,0,0,5,0,0,73746
209,104,55900,36878,5,0,197,0,12,73747
531,233,52275,42520,33,0,524,0,4,73749
7019,2520,63346,35292,862,71,5896,214,25,73750
472,216,98929,50076,13,1,428,0,1,73753
1159,426,74167,31648,160,11,1073,3,5,73754
730,304,55417,33510,42,2,679,0,24,73755
331,124,58864,33795,51,0,274,0,3,73756
170,62,137813,44991,0,0,161,0,5,73757
206,99,78125,44006,3,0,190,5,8,73758
1263,495,50673,34865,164,52,1080,3,48,73759
390,167,73750,33105,17,0,362,0,1,73760
230,113,46750,32650,36,3,209,0,8,73761
2200,716,82105,38214,327,1,1948,4,45,73762
1563,646,56473,25830,350,0,1370,0,24,73763
251,129,-666666666,31209,2,0,240,0,0,73764
1222,409,67083,32035,170,15,1124,0,13,73766
1541,607,74896,37578,157,0,1161,9,32,73768
17,10,-666666666,26624,5,0,17,0,0,73770
390,138,43500,21733,66,0,339,0,7,73771
3652,1211,55625,24708,355,363,2530,0,300,73772
1650,758,80317,43122,173,0,1591,1,3,73773
15407,6380,60556,32404,2487,103,13342,58,389,73801
954,455,58603,40561,123,1,860,18,11,73832
1636,588,68750,26605,143,0,1311,0,2,73834
266,109,41250,30652,41,0,258,0,4,73835
564,221,69313,46626,14,0,491,1,8,73838
533,172,73750,27970,51,0,458,0,10,73840
1192,164,71154,22385,89,199,771,3,88,73841
409,218,52500,36413,31,4,383,2,14,73842
778,286,51875,29778,130,0,708,0,1,73843
377,128,76667,32705,6,6,247,0,3,73844
1592,605,56976,28440,241,0,1182,0,0,73848
150,59,55982,30859,14,0,143,0,0,73851
2023,751,76458,36615,154,6,1875,9,2,73852
527,192,89038,31067,32,0,468,0,5,73853
147,66,-666666666,20823,45,0,126,0,0,73855
901,352,53750,24899,119,14,763,12,20,73857
1557,525,54330,26854,228,8,1367,17,44,73858
1514,526,67973,29641,250,0,1254,0,22,73859
1139,495,79688,33234,218,0,941,0,141,73860
249,62,69286,21776,5,0,114,0,0,73901
509,233,51750,38868,8,0,461,6,0,73931
2009,688,62321,27446,180,14,1528,0,10,73932
1405,458,52581,28686,186,3,1241,0,5,73933
268,70,53333,38668,11,0,187,0,0,73937
667,214,65769,26856,51,0,533,0,45,73938
1420,366,58393,21578,245,47,1137,40,12,73939
13791,4463,55401,23303,2944,1221,7116,205,305,73942
472,150,71786,28870,19,0,127,4,7,73944
2307,919,49620,27381,215,32,1666,8,47,73945
28,5,-666666666,3507,28,0,28,0,0,73946
512,209,126042,50126,23,0,510,0,2,73947
1463,477,58309,26753,183,0,1115,0,18,73949
1362,396,66458,26864,157,0,895,0,2,73950
1399,408,40357,21155,570,0,625,0,3,73951
7,7,-666666666,-1,0,0,7,0,0,73960
286,109,57679,23795,46,0,170,0,58,74001
1920,634,64167,24716,212,7,1264,0,252,74002
14369,5383,46721,26880,2667,692,10019,93,1245,74003
27280,10806,71671,39495,2898,667,20867,850,2125,74006
31190,11181,90085,42688,2082,395,23702,671,1810,74008
10544,3975,54078,29069,1752,357,8071,5,1109,74010
32273,12069,93336,44497,1951,1249,24332,865,1380,74011
63498,24169,78630,48004,5931,4402,44761,3431,2944,74012
41348,14512,90769,39365,2622,1453,29944,1556,2674,74014
8551,3288,68272,36249,1075,73,5608,160,1082,74015
5700,2203,58580,26325,1014,3,3624,60,1288,74016
28841,10816,63959,31428,3083,371,20232,280,4429,74017
20435,7642,82318,39285,1598,157,14890,225,2731,74019
7499,2919,59433,28562,1241,40,5831,20,553,74020
22698,7790,84509,37106,1904,232,16354,923,2002,74021
1803,799,42625,32369,155,6,1300,12,244,74022
12214,4671,51848,27777,2054,542,9553,8,870,74023
837,280,53750,24743,103,18,702,0,55,74026
863,316,47333,24332,144,24,600,0,133,74027
1518,615,46528,28337,239,24,1211,0,173,74028
4940,1951,53027,29665,1120,8,3761,64,598,74029
2966,1340,38828,26533,643,60,2448,0,268,74030
1779,777,57050,28428,275,11,1524,0,97,74032
13016,4512,76168,36692,1128,469,8838,524,1096,74033
86,46,30000,25648,12,0,64,0,2,74034
4140,1309,44432,20125,634,357,2244,0,770,74035
7460,2603,74467,33025,735,54,5856,68,582,74036
23879,8065,96750,42224,1876,757,16108,2691,1011,74037
2146,822,60500,27470,358,0,1718,0,181,74038
4084,1479,69471,28957,581,4,3187,3,548,74039
2838,948,77045,32453,294,10,1913,91,367,74041
389,139,57798,27017,48,13,172,0,90,74042
7793,2955,64291,30847,910,103,6046,9,1019,74044
269,101,85625,33632,38,0,222,0,7,74045
164,53,36042,19238,0,0,157,0,7,74046
7627,2505,82442,34024,849,108,5861,16,720,74047
5524,2211,49339,29392,904,63,3568,42,974,74048
488,158,49000,21249,118,0,368,0,77,74050
2020,727,67604,30421,146,7,1221,2,452,74051
959,410,33906,23064,242,0,849,0,75,74052
5409,1845,82781,33995,565,28,3815,168,781,74053
779,282,46875,22916,170,0,522,4,23,74054
48185,17924,85374,41138,3251,1549,35880,1263,3224,74055
4783,2018,45556,25548,592,52,2857,17,1333,74056
3629,1378,50441,28878,447,36,2637,32,539,74058
5767,2360,55040,26264,913,192,5089,33,141,74059
428,157,47321,22019,48,0,294,2,25,74060
2455,828,70263,34382,231,8,1664,13,436,74061
830,326,44545,23992,95,4,698,5,13,74062
31174,11895,68948,33282,3245,493,24240,184,2536,74063
31578,12208,63428,31851,3865,771,23539,285,3859,74066
41,24,-666666666,-1,27,0,41,0,0,74068
14990,5455,65011,31752,1456,10,11349,61,1686,74070
134,93,19515,20407,57,3,104,0,27,74071
1599,638,58875,30541,180,19,1117,0,266,74072
5591,1901,67083,34368,603,126,3806,241,476,74073
32069,12586,50429,29209,7504,1280,25496,1248,1407,74074
25930,10555,41178,26106,6357,1027,18837,2034,708,74075
1669,0,-666666666,3024,0,105,1204,11,132,74077
