Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,asian_population,black_population,zip code tabulation area
46433.0,17798.0,83354.0,40475.0,2244.0,479.0,361.0,48843
7641.0,2847.0,82161.0,38579.0,816.0,32.0,55.0,48848
19565.0,7413.0,79992.0,37230.0,1124.0,393.0,386.0,48854
15944.0,5716.0,87137.0,37463.0,599.0,118.0,42.0,48855
23100.0,8912.0,99093.0,52620.0,1948.0,5206.0,1419.0,48864
4555.0,1745.0,65518.0,28317.0,537.0,0.0,60.0,48876
11470.0,4720.0,100563.0,52065.0,424.0,55.0,28.0,48895
26627.0,10638.0,53125.0,27551.0,5689.0,469.0,4114.0,48906
33551.0,15183.0,45280.0,26753.0,7106.0,1748.0,5257.0,48910
40586.0,16400.0,49886.0,25719.0,6932.0,3101.0,11693.0,48911
16683.0,8025.0,47174.0,33275.0,3149.0,669.0,3979.0,48912
9557.0,4012.0,46544.0,24300.0,1915.0,307.0,2782.0,48915
32218.0,15362.0,66096.0,39851.0,2670.0,1552.0,4532.0,48917
2678.0,1583.0,31313.0,24547.0,1162.0,53.0,968.0,48933
20741.0,8956.0,49414.0,27211.0,3587.0,145.0,5039.0,49001
20139.0,8281.0,63080.0,36130.0,1369.0,272.0,742.0,49002
17491.0,7268.0,60235.0,31095.0,2346.0,349.0,1235.0,49004
25488.0,10340.0,39193.0,25620.0,9020.0,963.0,3557.0,49006
10813.0,4384.0,33120.0,21011.0,3677.0,115.0,4608.0,49007
17034.0,6614.0,60000.0,34821.0,2453.0,420.0,1996.0,49008
47210.0,19129.0,74491.0,41778.0,4924.0,1894.0,3942.0,49009
18170.0,6681.0,61117.0,28543.0,2308.0,246.0,412.0,49010
3708.0,1353.0,78173.0,34114.0,446.0,20.0,50.0,49012
21383.0,8246.0,56703.0,28670.0,3128.0,459.0,1615.0,49014
28877.0,11590.0,61321.0,32746.0,4559.0,2129.0,1782.0,49015
20316.0,8605.0,50215.0,29648.0,2996.0,102.0,2359.0,49017
30070.0,12427.0,73711.0,40194.0,2335.0,1009.0,2101.0,49024
1730.0,712.0,85179.0,50003.0,63.0,18.0,68.0,49033
2252.0,871.0,63384.0,29309.0,165.0,26.0,7.0,49034
20647.0,8798.0,37739.0,22389.0,5029.0,582.0,4940.0,49037
24168.0,9514.0,54042.0,28821.0,3382.0,351.0,5097.0,49048
2763.0,912.0,89310.0,37281.0,205.0,0.0,47.0,49051
7585.0,2790.0,69817.0,34071.0,801.0,63.0,206.0,49053
7700.0,2950.0,98281.0,45828.0,319.0,133.0,144.0,49083
6002.0,2232.0,91176.0,38624.0,256.0,105.0,17.0,49087
3708.0,1364.0,92434.0,37662.0,137.0,150.0,20.0,49088
10513.0,4187.0,58526.0,29246.0,719.0,25.0,252.0,49107
10336.0,4221.0,63584.0,39397.0,1257.0,114.0,70.0,49112
3412.0,1741.0,64727.0,55164.0,380.0,32.0,13.0,49117
36667.0,14534.0,55905.0,31684.0,5501.0,157.0,2587.0,49120
48553.0,16480.0,65284.0,29249.0,5255.0,478.0,4909.0,49201
18092.0,8433.0,37906.0,27353.0,3382.0,211.0,1835.0,49202
37745.0,15379.0,50073.0,26801.0,5634.0,203.0,4994.0,49203
41291.0,15432.0,52120.0,25439.0,6327.0,103.0,1690.0,49221
5381.0,2070.0,63202.0,28964.0,345.0,2.0,55.0,49228
2743.0,1074.0,87130.0,44401.0,87.0,0.0,29.0,49234
3659.0,1795.0,63200.0,43850.0,189.0,0.0,42.0,49254
3959.0,1472.0,85548.0,38005.0,187.0,61.0,39.0,49267
5565.0,2038.0,79803.0,34354.0,594.0,0.0,58.0,49270
937.0,394.0,66000.0,38498.0,77.0,0.0,4.0,49276
3165.0,1184.0,74815.0,33109.0,220.0,0.0,1.0,49277
14555.0,5762.0,68099.0,33801.0,728.0,90.0,162.0,49286
20296.0,6941.0,149356.0,73435.0,374.0,786.0,252.0,49301
9548.0,3020.0,104405.0,39391.0,193.0,79.0,4.0,49302
10398.0,3939.0,93422.0,41895.0,707.0,101.0,97.0,49306
24542.0,8738.0,92533.0,41473.0,722.0,746.0,258.0,49315
25163.0,8949.0,95423.0,41439.0,862.0,901.0,664.0,49316
16383.0,6731.0,60487.0,31943.0,1177.0,326.0,932.0,49321
17715.0,6600.0,87987.0,37466.0,928.0,47.0,300.0,49331
38606.0,14091.0,101037.0,43129.0,1250.0,434.0,285.0,49341
13593.0,4909.0,77599.0,35275.0,847.0,170.0,56.0,49345
27048.0,8022.0,66441.0,22672.0,6073.0,485.0,515.0,49401
2652.0,934.0,77500.0,36638.0,60.0,10.0,0.0,49403
8876.0,3087.0,75912.0,31241.0,341.0,13.0,32.0,49404
702.0,386.0,86750.0,59831.0,22.0,1.0,0.0,49406
10381.0,3779.0,63739.0,32726.0,1346.0,26.0,84.0,49408
6750.0,2643.0,73803.0,40543.0,365.0,29.0,79.0,49415
29243.0,11774.0,74637.0,37331.0,1646.0,806.0,832.0,49418
8962.0,3004.0,85261.0,32397.0,505.0,44.0,5.0,49419
46040.0,17196.0,69347.0,33209.0,3910.0,1077.0,2276.0,49423
48433.0,18059.0,73383.0,36918.0,3459.0,2975.0,1124.0,49424
40748.0,13399.0,96004.0,37039.0,1560.0,1056.0,265.0,49426
28119.0,10250.0,78457.0,34207.0,1562.0,268.0,283.0,49428
3870.0,1373.0,84875.0,33858.0,274.0,9.0,0.0,49435
906.0,657.0,23820.0,24328.0,152.0,9.0,76.0,49440
35939.0,14690.0,58536.0,31744.0,3919.0,403.0,3167.0,49441
45240.0,15716.0,43943.0,20262.0,7349.0,459.0,10388.0,49442
26591.0,9628.0,46296.0,23456.0,5488.0,85.0,8467.0,49444
21884.0,8712.0,78003.0,36841.0,1308.0,86.0,455.0,49445
2813.0,1256.0,85952.0,48554.0,124.0,18.0,0.0,49453
19911.0,8775.0,73902.0,44165.0,993.0,133.0,172.0,49456
10695.0,3990.0,68075.0,31284.0,972.0,100.0,103.0,49457
8359.0,2949.0,85378.0,42819.0,273.0,197.0,136.0,49460
29060.0,10380.0,86742.0,39156.0,954.0,1345.0,181.0,49464
37005.0,16301.0,52441.0,32043.0,8325.0,777.0,5674.0,49503
40516.0,16544.0,57413.0,29773.0,6951.0,565.0,2935.0,49504
33210.0,13575.0,59261.0,29976.0,4764.0,972.0,4817.0,49505
33651.0,12462.0,96348.0,47736.0,2262.0,720.0,3697.0,49506
39203.0,12726.0,47216.0,20965.0,10178.0,438.0,12709.0,49507
42688.0,15761.0,61324.0,28969.0,4589.0,4411.0,11241.0,49508
28688.0,10415.0,54606.0,23129.0,3564.0,514.0,3529.0,49509
18245.0,8530.0,55346.0,38331.0,1075.0,671.0,3493.0,49512
28487.0,10935.0,62957.0,29729.0,3121.0,950.0,2121.0,49519
30306.0,11868.0,80841.0,45789.0,1891.0,664.0,908.0,49525
22764.0,9323.0,71313.0,35288.0,1516.0,447.0,336.0,49534
10259.0,4311.0,56780.0,33099.0,1094.0,438.0,562.0,49544
34242.0,13084.0,84304.0,48204.0,2223.0,2315.0,2846.0,49546
35017.0,12437.0,54319.0,23017.0,5259.0,2068.0,3366.0,49548
3709.0,1404.0,71000.0,35812.0,244.0,4.0,0.0,49621
3503.0,1135.0,57460.0,28388.0,402.0,0.0,2.0,49637
7167.0,2273.0,63912.0,25975.0,548.0,25.0,4.0,49649
21388.0,8985.0,65667.0,40129.0,2048.0,193.0,227.0,49684
20665.0,8353.0,68640.0,35176.0,2243.0,114.0,150.0,49685
24714.0,11063.0,64334.0,40252.0,3103.0,66.0,150.0,49686
6645.0,2517.0,85924.0,39899.0,434.0,60.0,20.0,49690
10259.0,3848.0,90069.0,35685.0,939.0,108.0,149.0,49696
551.0,203.0,127083.0,47051.0,2.0,3.0,4.0,50007
20580.0,7688.0,84204.0,36970.0,1206.0,128.0,628.0,50009
34036.0,14020.0,60432.0,33743.0,6192.0,3506.0,1081.0,50010
2284.0,0.0,-666666666.0,5754.0,0.0,15.0,0.0,50012
3732.0,0.0,-666666666.0,5071.0,0.0,62.0,59.0,50013
30801.0,12611.0,51484.0,33021.0,8524.0,3650.0,1024.0,50014
27550.0,11411.0,88964.0,46102.0,1039.0,843.0,920.0,50021
42550.0,15555.0,97582.0,40725.0,2019.0,831.0,439.0,50023
645.0,238.0,16855.0,9624.0,462.0,0.0,0.0,50032
9144.0,2987.0,109734.0,39972.0,427.0,66.0,516.0,50035
6447.0,2234.0,89763.0,32203.0,374.0,0.0,14.0,50047
2466.0,793.0,136573.0,52932.0,46.0,170.0,7.0,50061
1092.0,497.0,83984.0,53148.0,59.0,4.0,10.0,50073
1106.0,467.0,94479.0,41732.0,70.0,9.0,6.0,50105
3230.0,1325.0,106838.0,63201.0,109.0,0.0,0.0,50109
15491.0,5945.0,92206.0,43575.0,1004.0,294.0,215.0,50111
23577.0,9352.0,92743.0,51881.0,2291.0,1513.0,2325.0,50131
783.0,303.0,85417.0,34519.0,78.0,59.0,24.0,50134
4903.0,1986.0,80000.0,39013.0,358.0,0.0,2.0,50156
8266.0,3551.0,73625.0,41819.0,743.0,34.0,46.0,50201
14905.0,5670.0,92363.0,41700.0,528.0,60.0,210.0,50211
6566.0,2362.0,131415.0,49576.0,212.0,0.0,30.0,50226
3269.0,1352.0,90204.0,41396.0,178.0,0.0,3.0,50237
4072.0,1759.0,70729.0,35951.0,501.0,36.0,17.0,50248
32540.0,14380.0,73935.0,46036.0,2224.0,1466.0,1381.0,50265
35088.0,16383.0,79463.0,52306.0,2249.0,2816.0,1230.0,50266
9117.0,6141.0,51241.0,49774.0,1635.0,536.0,1475.0,50309
31820.0,13007.0,67769.0,33237.0,2862.0,3704.0,4214.0,50310
15979.0,6386.0,57065.0,29329.0,3382.0,930.0,2134.0,50311
15740.0,7767.0,69757.0,57166.0,1479.0,924.0,661.0,50312
18762.0,6955.0,58208.0,25946.0,1753.0,669.0,1739.0,50313
10816.0,3909.0,37083.0,20780.0,4000.0,1793.0,3229.0,50314
35698.0,14956.0,55459.0,28959.0,4258.0,1391.0,2217.0,50315
15991.0,5376.0,46577.0,21079.0,3275.0,1045.0,2256.0,50316
36051.0,14082.0,58672.0,27718.0,4874.0,1124.0,3162.0,50317
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,50319
23252.0,8067.0,74219.0,30916.0,2838.0,3033.0,1611.0,50320
8561.0,3377.0,64487.0,36047.0,1670.0,179.0,1323.0,50321
31736.0,12592.0,77682.0,38151.0,2677.0,1485.0,2190.0,50322
16117.0,5435.0,162705.0,58736.0,292.0,743.0,236.0,50323
5208.0,2137.0,79073.0,39181.0,393.0,306.0,252.0,50324
18323.0,6959.0,114905.0,53305.0,577.0,993.0,724.0,50325
12303.0,4503.0,81806.0,39375.0,688.0,390.0,556.0,50327
43708.0,16415.0,68989.0,36554.0,6423.0,1828.0,553.0,50613
1619.0,600.0,75227.0,34297.0,88.0,0.0,2.0,50626
790.0,337.0,67361.0,34631.0,42.0,0.0,4.0,50634
3058.0,1091.0,102188.0,40384.0,139.0,6.0,33.0,50643
2090.0,814.0,97763.0,38246.0,56.0,0.0,13.0,50647
4004.0,1418.0,90610.0,33615.0,205.0,0.0,0.0,50648
3532.0,1357.0,74375.0,32010.0,284.0,0.0,26.0,50651
806.0,320.0,58750.0,32101.0,35.0,0.0,0.0,50667
30194.0,13026.0,55855.0,36540.0,4231.0,701.0,3463.0,50701
20270.0,8642.0,55026.0,28130.0,2148.0,869.0,2382.0,50702
19270.0,7910.0,37738.0,21801.0,4447.0,126.0,5514.0,50703
7597.0,3531.0,54569.0,28385.0,1138.0,14.0,577.0,50707
5416.0,1924.0,105743.0,43713.0,562.0,46.0,7.0,51054
649.0,338.0,24091.0,22719.0,157.0,41.0,70.0,51101
17176.0,6448.0,50179.0,22762.0,4075.0,758.0,625.0,51103
23038.0,8418.0,64735.0,31881.0,1996.0,1066.0,1252.0,51104
10902.0,3886.0,41469.0,18703.0,2566.0,241.0,1139.0,51105
27491.0,10762.0,72919.0,33793.0,2777.0,356.0,933.0,51106
5431.0,2017.0,72220.0,34744.0,94.0,26.0,60.0,51108
3453.0,1422.0,61786.0,29920.0,507.0,13.0,37.0,51109
80.0,30.0,41974.0,17243.0,0.0,0.0,0.0,51111
35051.0,14122.0,53238.0,26090.0,4329.0,386.0,614.0,51501
37408.0,14845.0,70741.0,35560.0,3685.0,185.0,675.0,51503
3796.0,1357.0,58750.0,31576.0,883.0,37.0,14.0,51510
1749.0,678.0,85238.0,43717.0,28.0,0.0,0.0,51526
43623.0,18026.0,54561.0,31658.0,5353.0,606.0,2440.0,52001
17420.0,6900.0,78422.0,40092.0,1136.0,500.0,245.0,52002
13855.0,5423.0,85572.0,42805.0,1019.0,85.0,12.0,52003
2881.0,1086.0,100278.0,42112.0,131.0,38.0,25.0,52227
3637.0,1357.0,110240.0,52536.0,32.0,12.0,0.0,52228
7024.0,2913.0,57889.0,33832.0,844.0,239.0,461.0,52233
36370.0,15159.0,52256.0,31886.0,9463.0,2038.0,2938.0,52240
22226.0,9259.0,67474.0,43627.0,2033.0,2158.0,2880.0,52241
3836.0,36.0,-666666666.0,4601.0,5.0,163.0,137.0,52242
22179.0,9329.0,69381.0,39925.0,3799.0,1111.0,551.0,52245
22411.0,9925.0,48507.0,39613.0,6545.0,2571.0,3083.0,52246
42386.0,17244.0,76325.0,39405.0,3068.0,730.0,776.0,52302
5995.0,1804.0,90417.0,32279.0,522.0,92.0,48.0,52314
21848.0,8035.0,99727.0,47561.0,965.0,906.0,1100.0,52317
2030.0,702.0,108571.0,41879.0,101.0,45.0,8.0,52324
2816.0,1014.0,132083.0,53096.0,156.0,119.0,0.0,52328
7249.0,2692.0,105160.0,44562.0,222.0,11.0,14.0,52333
3877.0,1419.0,106366.0,55098.0,209.0,131.0,45.0,52338
1180.0,414.0,95904.0,44001.0,24.0,0.0,12.0,52341
2130.0,1232.0,40896.0,35687.0,331.0,49.0,431.0,52401
42649.0,17967.0,65787.0,35661.0,4708.0,2636.0,2859.0,52402
24789.0,10338.0,68765.0,41507.0,2364.0,121.0,1894.0,52403
40474.0,17102.0,59041.0,30966.0,5136.0,443.0,4770.0,52404
26307.0,11351.0,62799.0,34181.0,2610.0,505.0,2020.0,52405
8298.0,2858.0,149612.0,76473.0,163.0,183.0,174.0,52411
40097.0,15923.0,90810.0,48825.0,2800.0,2489.0,825.0,52722
9567.0,3477.0,86729.0,42728.0,268.0,149.0,217.0,52748
6019.0,2122.0,81731.0,39018.0,417.0,112.0,41.0,52753
1381.0,854.0,26034.0,25469.0,360.0,46.0,254.0,52801
10130.0,3996.0,46356.0,25364.0,2362.0,168.0,562.0,52802
21877.0,8993.0,56157.0,35721.0,2966.0,278.0,2544.0,52803
27497.0,11092.0,55423.0,29121.0,5200.0,783.0,3174.0,52804
27814.0,11222.0,62579.0,30566.0,3196.0,548.0,3125.0,52806
15329.0,6643.0,64466.0,44437.0,1688.0,390.0,1476.0,52807
2247.0,918.0,74125.0,36776.0,104.0,24.0,2.0,53002
21585.0,8191.0,109573.0,55611.0,681.0,2361.0,187.0,53005
1808.0,835.0,47996.0,30690.0,138.0,103.0,114.0,53007
18929.0,7802.0,89380.0,49099.0,764.0,247.0,98.0,53012
5041.0,1856.0,125417.0,53786.0,27.0,22.0,22.0,53017
7624.0,3057.0,107679.0,57946.0,597.0,142.0,319.0,53018
19949.0,7823.0,94563.0,45749.0,647.0,1234.0,569.0,53022
18619.0,8070.0,82798.0,45373.0,489.0,248.0,151.0,53024
23423.0,9640.0,73333.0,37819.0,1638.0,176.0,303.0,53027
21126.0,8013.0,105673.0,57474.0,772.0,365.0,97.0,53029
5973.0,2422.0,110862.0,60366.0,216.0,107.0,7.0,53033
3301.0,1135.0,98464.0,39800.0,88.0,0.0,0.0,53036
9487.0,3777.0,91920.0,41981.0,751.0,13.0,114.0,53037
4189.0,1605.0,85884.0,39252.0,226.0,88.0,44.0,53038
2218.0,856.0,110000.0,71118.0,32.0,98.0,0.0,53044
22892.0,9623.0,106092.0,65057.0,906.0,2757.0,289.0,53045
1292.0,619.0,70859.0,43442.0,114.0,51.0,0.0,53046
38250.0,15751.0,90722.0,51582.0,1346.0,1674.0,1640.0,53051
3312.0,1316.0,84091.0,131098.0,116.0,75.0,7.0,53058
36416.0,14660.0,102030.0,54630.0,1837.0,248.0,516.0,53066
689.0,351.0,113471.0,42608.0,12.0,0.0,68.0,53069
4901.0,1906.0,75735.0,35193.0,197.0,39.0,8.0,53070
26384.0,11827.0,93936.0,58587.0,914.0,992.0,157.0,53072
16090.0,6254.0,69315.0,32897.0,805.0,173.0,820.0,53073
13098.0,5444.0,69479.0,36240.0,908.0,216.0,211.0,53074
3620.0,1226.0,112778.0,46928.0,18.0,70.0,38.0,53076
5052.0,2308.0,68093.0,37714.0,176.0,81.0,139.0,53080
43704.0,18719.0,54830.0,29356.0,4674.0,4795.0,1368.0,53081
21370.0,8680.0,72970.0,36510.0,1141.0,1646.0,211.0,53083
11378.0,5078.0,65117.0,36374.0,839.0,182.0,45.0,53085
8904.0,3816.0,87949.0,47178.0,96.0,18.0,0.0,53086
19621.0,7416.0,97736.0,46822.0,975.0,1261.0,37.0,53089
21956.0,8915.0,81563.0,37343.0,1468.0,113.0,232.0,53090
20844.0,8278.0,112370.0,69925.0,751.0,469.0,323.0,53092
18341.0,7214.0,64027.0,30757.0,1364.0,53.0,98.0,53094
27608.0,12046.0,73634.0,40613.0,1344.0,122.0,542.0,53095
7254.0,2232.0,139750.0,65356.0,163.0,527.0,178.0,53097
11649.0,4411.0,63795.0,31901.0,908.0,22.0,297.0,53098
3695.0,1584.0,121544.0,54220.0,65.0,0.0,16.0,53103
5781.0,2192.0,95875.0,42014.0,319.0,5.0,44.0,53104
29504.0,12090.0,81306.0,42922.0,2049.0,422.0,121.0,53105
2822.0,1297.0,85450.0,46452.0,158.0,15.0,50.0,53108
18197.0,8663.0,63419.0,34545.0,2148.0,321.0,646.0,53110
16071.0,6578.0,65583.0,31943.0,1248.0,134.0,283.0,53115
7383.0,3031.0,93728.0,46378.0,327.0,116.0,33.0,53118
5741.0,2186.0,106250.0,44126.0,333.0,4.0,34.0,53119
10645.0,4248.0,83561.0,44684.0,401.0,42.0,40.0,53120
18813.0,7554.0,76160.0,37117.0,825.0,32.0,121.0,53121
6456.0,2272.0,115459.0,58943.0,328.0,189.0,134.0,53122
7233.0,2814.0,100968.0,43549.0,300.0,19.0,57.0,53126
108.0,41.0,132950.0,40910.0,0.0,0.0,0.0,53127
9299.0,3346.0,73387.0,31281.0,715.0,29.0,1.0,53128
14678.0,6126.0,79119.0,41030.0,660.0,1013.0,190.0,53129
7715.0,3043.0,84315.0,39673.0,317.0,120.0,47.0,53130
36182.0,13649.0,92332.0,44619.0,1664.0,2076.0,1886.0,53132
1581.0,617.0,103239.0,40916.0,48.0,10.0,5.0,53137
2180.0,936.0,91944.0,45213.0,69.0,7.0,5.0,53139
30261.0,12685.0,51045.0,27326.0,5393.0,512.0,3551.0,53140
33350.0,12659.0,77324.0,36706.0,2248.0,1082.0,1617.0,53142
22358.0,8590.0,56330.0,29368.0,3446.0,202.0,2643.0,53143
26674.0,10021.0,63492.0,34591.0,3954.0,863.0,3015.0,53144
7804.0,3197.0,83092.0,50410.0,392.0,129.0,202.0,53146
17624.0,7815.0,73337.0,43171.0,1202.0,134.0,70.0,53147
19318.0,7176.0,107278.0,47719.0,321.0,347.0,89.0,53149
25860.0,9916.0,103688.0,46229.0,729.0,227.0,159.0,53150
32398.0,14092.0,88520.0,49522.0,1158.0,1682.0,383.0,53151
2604.0,974.0,130659.0,45586.0,26.0,9.0,0.0,53153
36266.0,15262.0,80817.0,42257.0,1769.0,2521.0,1326.0,53154
17397.0,6544.0,93409.0,43203.0,1283.0,290.0,166.0,53158
474.0,233.0,53514.0,32613.0,20.0,0.0,0.0,53167
9053.0,3566.0,86250.0,43500.0,366.0,21.0,23.0,53168
2265.0,865.0,72271.0,43073.0,77.0,0.0,18.0,53170
20785.0,8612.0,61046.0,32079.0,2713.0,90.0,527.0,53172
222.0,64.0,50862.0,15539.0,0.0,0.0,0.0,53176
8457.0,2677.0,71762.0,28820.0,515.0,129.0,905.0,53177
2643.0,1079.0,81635.0,40335.0,106.0,12.0,0.0,53178
7088.0,2610.0,82443.0,34880.0,530.0,0.0,76.0,53179
7628.0,3305.0,82121.0,44092.0,637.0,2.0,34.0,53181
9603.0,3214.0,93790.0,36600.0,854.0,51.0,568.0,53182
3021.0,1073.0,107813.0,52498.0,58.0,0.0,0.0,53183
18550.0,7444.0,90692.0,45089.0,826.0,174.0,51.0,53185
34163.0,14733.0,65112.0,35635.0,3079.0,1192.0,830.0,53186
34338.0,14053.0,79410.0,40688.0,3370.0,847.0,1090.0,53188
26315.0,10199.0,102666.0,47791.0,1404.0,591.0,178.0,53189
19104.0,6152.0,52823.0,24607.0,3953.0,301.0,513.0,53190
49.0,49.0,-666666666.0,,0.0,0.0,0.0,53192
25081.0,16138.0,58356.0,54983.0,3795.0,1472.0,2211.0,53202
1878.0,1208.0,79524.0,69018.0,222.0,53.0,227.0,53203
37687.0,13058.0,36300.0,18280.0,12586.0,703.0,3651.0,53204
8337.0,3351.0,22526.0,18858.0,3538.0,505.0,6797.0,53205
21847.0,7966.0,26478.0,16443.0,8567.0,131.0,20251.0,53206
35120.0,16267.0,68721.0,38289.0,3442.0,455.0,1397.0,53207
28155.0,11778.0,39698.0,25085.0,7745.0,3219.0,11847.0,53208
46908.0,19419.0,39712.0,23358.0,12346.0,941.0,31508.0,53209
25706.0,9366.0,38447.0,19901.0,7846.0,557.0,18124.0,53210
34406.0,15003.0,68603.0,47712.0,5618.0,1891.0,1343.0,53211
29142.0,13133.0,40662.0,28261.0,7232.0,268.0,15032.0,53212
27727.0,12124.0,88539.0,49041.0,1957.0,1111.0,1657.0,53213
35358.0,16166.0,54732.0,30536.0,4233.0,786.0,2791.0,53214
59400.0,19435.0,44086.0,19699.0,13852.0,2352.0,3829.0,53215
31398.0,12541.0,35829.0,20474.0,7808.0,821.0,25776.0,53216
30098.0,11661.0,114286.0,67012.0,1682.0,1781.0,1763.0,53217
43302.0,14765.0,39820.0,19339.0,13210.0,3754.0,31751.0,53218
33994.0,14668.0,61506.0,31063.0,3831.0,1302.0,1703.0,53219
27366.0,12100.0,63245.0,36190.0,2763.0,1316.0,1203.0,53220
39238.0,16483.0,52382.0,30052.0,5609.0,3313.0,2230.0,53221
24771.0,10663.0,68313.0,34553.0,2221.0,423.0,7957.0,53222
29397.0,12400.0,56781.0,28887.0,3638.0,2009.0,16196.0,53223
20989.0,7468.0,59724.0,25584.0,4265.0,1463.0,13161.0,53224
26963.0,10148.0,46153.0,23331.0,5650.0,1523.0,15119.0,53225
18223.0,7895.0,81948.0,48400.0,1235.0,1092.0,1008.0,53226
24114.0,10856.0,58445.0,33004.0,2538.0,1094.0,1577.0,53227
14793.0,6852.0,68352.0,37903.0,1108.0,609.0,368.0,53228
14627.0,4416.0,16833.0,11843.0,5345.0,984.0,4766.0,53233
9254.0,4759.0,48573.0,37205.0,1250.0,105.0,211.0,53235
135.0,0.0,-666666666.0,23227.0,35.0,0.0,27.0,53295
34608.0,14218.0,64759.0,36639.0,3684.0,578.0,3582.0,53402
26579.0,10409.0,51420.0,27639.0,4653.0,256.0,6960.0,53403
13993.0,5231.0,40166.0,20391.0,3584.0,21.0,4041.0,53404
26987.0,10942.0,57289.0,28875.0,3143.0,350.0,3791.0,53405
26116.0,11308.0,69699.0,39103.0,2984.0,564.0,2599.0,53406
145.0,104.0,65469.0,37463.0,0.0,0.0,0.0,53501
48714.0,18283.0,57325.0,28055.0,7115.0,718.0,5725.0,53511
10798.0,4245.0,103964.0,44181.0,138.0,463.0,52.0,53527
6141.0,2431.0,91151.0,44985.0,224.0,15.0,9.0,53528
2507.0,902.0,84904.0,38126.0,84.0,12.0,21.0,53529
16279.0,5968.0,92333.0,39609.0,1423.0,441.0,210.0,53532
12256.0,4877.0,75417.0,36095.0,839.0,24.0,20.0,53534
18669.0,7662.0,72762.0,37790.0,1212.0,50.0,187.0,53538
23571.0,10434.0,63341.0,34763.0,1822.0,256.0,1199.0,53545
29505.0,12197.0,63695.0,32343.0,2837.0,623.0,264.0,53546
20314.0,8356.0,67500.0,31468.0,2184.0,298.0,513.0,53548
10169.0,4469.0,65760.0,40009.0,833.0,61.0,174.0,53549
12902.0,5135.0,92583.0,47078.0,302.0,216.0,118.0,53558
28817.0,12609.0,87890.0,56234.0,1938.0,2526.0,916.0,53562
11716.0,4503.0,80370.0,37306.0,419.0,22.0,24.0,53563
18108.0,6882.0,100403.0,47535.0,908.0,423.0,684.0,53575
19936.0,8502.0,78520.0,42260.0,1173.0,101.0,140.0,53589
42872.0,17249.0,88412.0,42976.0,2094.0,2197.0,2755.0,53590
26724.0,10826.0,110530.0,58268.0,480.0,1606.0,321.0,53593
20542.0,7968.0,105450.0,53423.0,709.0,255.0,242.0,53597
3727.0,1493.0,100873.0,43996.0,274.0,0.0,29.0,53598
37444.0,18702.0,44103.0,42391.0,14347.0,3384.0,1438.0,53703
47731.0,21392.0,66079.0,39207.0,6114.0,2555.0,5358.0,53704
24786.0,11791.0,74034.0,50406.0,2817.0,3795.0,669.0,53705
3660.0,0.0,-666666666.0,4033.0,0.0,639.0,77.0,53706
48498.0,20921.0,91334.0,51518.0,4830.0,2679.0,3180.0,53711
22940.0,10851.0,53882.0,32244.0,3548.0,1503.0,3206.0,53713
16599.0,7756.0,60654.0,34191.0,2376.0,577.0,1755.0,53714
15761.0,5077.0,34994.0,21615.0,5759.0,1590.0,493.0,53715
18710.0,8286.0,80966.0,44113.0,911.0,559.0,536.0,53716
13207.0,6193.0,86700.0,60100.0,1090.0,2189.0,1041.0,53717
16935.0,7636.0,82828.0,45829.0,575.0,1472.0,1112.0,53718
32933.0,15036.0,85098.0,48142.0,1686.0,3100.0,3125.0,53719
5474.0,2408.0,43294.0,45325.0,2204.0,486.0,96.0,53726
0.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,53792
22929.0,10095.0,64112.0,36940.0,1324.0,363.0,361.0,53916
1028.0,421.0,76020.0,40990.0,34.0,0.0,0.0,53922
33213.0,12833.0,104865.0,53312.0,1527.0,448.0,129.0,54016
7195.0,2847.0,88594.0,40418.0,442.0,38.0,22.0,54021
23511.0,8370.0,79830.0,37349.0,2370.0,376.0,327.0,54022
7130.0,2739.0,79051.0,35468.0,402.0,65.0,6.0,54025
1468.0,565.0,115762.0,50856.0,45.0,0.0,28.0,54082
3614.0,1401.0,85307.0,44031.0,186.0,0.0,1.0,54113
48107.0,18998.0,86950.0,41170.0,2480.0,2158.0,465.0,54115
27322.0,10828.0,75326.0,38302.0,1632.0,20.0,2.0,54130
6893.0,2885.0,59131.0,32127.0,479.0,254.0,4.0,54136
8522.0,3732.0,64290.0,33473.0,482.0,90.0,91.0,54140
7959.0,2796.0,89015.0,47202.0,568.0,224.0,29.0,54155
3173.0,1176.0,123478.0,51277.0,79.0,0.0,0.0,54169
466.0,286.0,74167.0,29628.0,31.0,18.0,0.0,54214
40327.0,17278.0,58021.0,32502.0,5055.0,1884.0,813.0,54220
5143.0,2099.0,78576.0,35640.0,161.0,0.0,0.0,54229
14111.0,6503.0,57679.0,32524.0,1147.0,147.0,152.0,54241
21614.0,9660.0,68138.0,35470.0,2119.0,357.0,778.0,54301
31281.0,12854.0,49991.0,26022.0,6025.0,1163.0,1498.0,54302
27634.0,12195.0,45562.0,25924.0,5164.0,1076.0,1265.0,54303
28057.0,12486.0,52688.0,30262.0,4544.0,1106.0,872.0,54304
37440.0,14438.0,74788.0,37591.0,2099.0,2027.0,781.0,54311
39819.0,15137.0,100610.0,46075.0,1267.0,589.0,485.0,54313
