Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,zcta
37898,15371,92744,58592,3601,744,24711,1394,365,92253
31039,14728,68750,53121,4674,645,21489,1293,100,92260
25856,13086,63710,56646,4196,2538,17598,1095,155,92262
20229,11234,70305,67255,2171,413,15257,1273,312,92264
17257,8735,105557,86546,1878,268,14279,849,136,92270
15917,5983,30489,17967,3487,34,2797,23,102,92274
8242,2835,68504,27813,1080,13,4013,3,122,92276
27370,10511,50957,26651,4883,2084,16921,932,254,92277
1967,596,33462,16137,805,5,546,10,1081,92283
38565,9259,61709,17837,6560,5805,13380,872,442,92301
500,172,108000,45952,72,0,484,0,0,92305
40534,13326,71450,31315,5837,2910,25229,1337,510,92307
43191,14117,60717,27245,7930,3308,27736,1131,128,92308
34226,11935,57687,26459,7215,4361,16588,474,737,92311
13104,4652,89781,38286,965,592,7303,564,117,92313
10658,4372,70238,35315,1551,7,8846,67,123,92314
5228,2252,71653,46280,699,13,4058,134,27,92315
30656,7877,76161,23593,4252,986,10474,220,333,92316
10366,3767,74236,34901,783,252,6978,402,211,92320
784,373,47448,58998,192,0,658,0,0,92321
57593,17896,66836,25250,8703,5042,21730,1541,622,92324
8449,3359,76200,37258,942,339,6564,23,66,92325
429,203,136875,53585,14,0,413,0,0,92333
96704,24907,70082,22080,15574,3636,19715,1746,1538,92335
100571,27112,116942,36584,7491,10422,32270,11371,614,92336
37292,9618,99414,29503,3182,3674,8418,2367,412,92337
6317,2374,99250,40325,349,486,3652,368,0,92342
20448,5761,98533,36846,1911,437,11246,882,85,92344
87476,25630,64243,23378,16607,3515,55278,1277,991,92345
60025,18015,81571,35574,8003,5617,25952,5492,675,92346
6147,2308,104683,57495,612,22,4908,78,47,92352
23054,8132,72951,37311,3265,2048,9931,6102,270,92354
762,329,68750,35449,96,0,730,32,0,92358
9758,3261,71384,31381,1127,423,5657,556,0,92359
5447,2218,39155,27906,1538,166,3474,47,788,92363
33946,13078,93886,55983,2296,1569,21367,3850,154,92373
44976,14590,92821,37714,4382,2392,23421,3536,255,92374
85727,22026,71825,23534,12101,8812,32450,1403,894,92376
20935,5337,108973,32463,1987,3793,7428,702,138,92377
437,164,72813,26660,35,12,355,2,0,92378
2064,914,46597,28330,586,107,1821,39,17,92386
2177,927,75296,26203,492,198,1053,175,8,92391
61859,16786,73860,25230,10418,9802,26312,3055,1023,92392
39939,9657,73028,27724,6306,8269,14858,1386,718,92394
48479,15343,53147,24732,9776,5813,26088,2105,681,92395
55236,18926,87457,37347,4677,797,39659,2063,526,92399
2060,720,41447,21601,623,635,597,101,40,92401
64090,18914,62318,24010,11921,7506,26666,1665,783,92404
31550,9377,55282,20956,6871,3864,12822,1038,324,92405
67207,17625,83724,28379,8982,7118,29710,2695,649,92407
12478,3721,57793,22988,2588,709,4632,2232,553,92408
48398,13378,50477,18588,10865,4813,16050,1507,307,92410
26915,6594,54053,18585,6968,2535,7627,508,279,92411
22136,6798,78750,30062,2532,1213,10480,992,375,92501
88617,24503,87042,32344,10151,3006,38566,5881,822,92503
57636,15843,83139,30175,6288,4318,27887,3078,385,92504
52696,14324,81217,27887,5843,3149,22573,5932,385,92505
44344,14639,115246,48991,4171,1927,28029,2219,143,92506
60949,17561,67203,25864,10055,4693,20856,9100,728,92507
36500,10031,141449,44856,1699,2839,18474,4388,89,92508
80325,19370,89640,27806,8519,2554,29519,2689,781,92509
1132,493,86544,37401,281,73,501,113,0,92518
58249,16620,77569,28584,6862,2454,25282,2630,750,92530
27454,7928,107765,40014,2190,2226,15518,2459,97,92532
38403,13473,43881,22601,9748,3409,20682,1082,506,92543
51567,16194,63579,27486,8831,3107,32012,1307,956,92544
45219,15700,56193,28515,4773,3553,26362,1122,619,92545
7110,2159,56375,22637,960,55,4257,173,150,92548
36326,8349,91579,24526,4326,6930,8444,1878,142,92551
73945,19372,67254,21663,12497,11393,14246,3406,840,92553
44923,11570,105490,34303,3564,9275,14694,3254,321,92555
54936,14864,89629,29558,6481,9274,16810,3103,397,92557
64155,20620,108595,43822,4381,2860,41536,3130,342,92562
78139,22250,112347,38537,4066,5719,38903,10690,146,92563
10721,2703,87484,33728,1214,91,5093,9,0,92567
58275,14325,75249,25190,8141,2319,16927,1153,307,92570
59896,13832,81884,23161,7342,6210,13512,2369,405,92571
21961,5228,88850,27643,3012,2255,7746,658,89,92582
33781,9495,60352,23653,6492,1952,16019,1020,874,92583
54663,15884,111057,38655,3246,3784,29233,4216,468,92584
27083,7448,100470,33339,2904,1825,11414,1489,441,92585
20152,9096,56528,32361,1938,1483,12572,624,118,92586
18926,6207,96955,44387,2708,640,12269,476,123,92587
5212,1962,71827,61226,916,185,2963,320,43,92590
41047,13641,101117,41085,3341,1613,24981,4768,58,92591
81636,24778,122882,47386,5145,3580,51058,8995,799,92592
34698,10136,93376,35337,3325,1290,18705,2153,442,92595
35726,9417,114542,36570,2707,2461,18910,3355,240,92596
26663,9405,137037,59912,1848,56,9355,12515,0,92602
19329,7267,187713,87621,1267,32,10782,6785,54,92603
29080,10364,120460,53861,2869,456,15574,9474,91,92604
24431,9026,128580,56945,2961,338,8603,11257,20,92606
13107,4555,170469,64731,240,114,6782,3914,55,92610
34868,14404,88929,50906,8874,980,17403,12888,41,92612
29544,11626,109475,55645,4743,1314,13155,9554,118,92614
20432,4358,67056,32905,3408,1204,7494,7708,51,92617
59386,22546,132843,67472,5012,869,21623,29314,112,92618
61110,21469,135494,61034,5723,735,18258,35534,195,92620
6881,2731,121028,69441,186,60,5511,137,19,92624
12546,5807,174570,119325,1046,141,10282,868,33,92625
50198,19313,105281,54482,4438,1135,29050,6873,537,92626
62181,22380,105647,53579,6069,457,35093,3242,672,92627
26144,11446,119368,76309,1869,339,21862,1172,51,92629
66240,23337,120848,54227,5554,1583,37236,11696,642,92630
17452,11932,56928,52877,1854,128,12272,3927,158,92637
56033,21493,123899,60710,3350,642,38503,7197,351,92646
60114,21287,106555,46908,5763,1160,34272,8376,213,92647
45667,19968,116189,72461,2955,354,31677,5307,252,92648
35206,14589,116055,68098,2200,259,25051,3798,62,92649
23981,11106,148381,112150,1263,101,20683,724,90,92651
29923,10772,123490,65389,2512,320,18220,4930,90,92653
8040,2510,61991,28277,1433,75,2123,3526,63,92655
53143,20053,130854,59608,2583,1403,33484,8615,54,92656
9169,3584,194881,114211,556,52,5911,2175,0,92657
35926,15676,152700,109850,2842,374,28452,2829,226,92660
3300,1708,197344,129328,289,57,2366,152,0,92661
2346,1173,157128,125203,7,0,2247,41,0,92662
21886,10702,123333,100645,2001,77,18728,753,25,92663
38020,14940,105534,63039,2771,1070,29284,1085,127,92672
30633,9649,172056,70933,1363,661,23305,2075,101,92673
35099,11769,123474,55855,3175,211,22764,1383,215,92675
1952,726,116042,65091,183,0,1728,21,0,92676
64259,25239,135822,74600,4749,1300,44679,7225,98,92677
30971,10410,206361,88232,1077,571,23458,2900,94,92679
90630,27692,80292,33825,14164,907,24327,45982,382,92683
44444,15637,141089,58140,2188,661,29913,5818,156,92688
48073,16295,134070,55223,2485,665,32263,5938,62,92691
45977,16680,136906,64120,2254,444,31317,7303,354,92692
35074,11538,187701,71860,935,328,24841,4849,63,92694
49462,12741,65375,22771,7870,270,10762,2258,794,92701
61593,13524,77759,22591,7246,393,12636,10163,835,92703
80767,19931,89654,29043,8311,937,19200,14657,565,92704
46854,15310,125059,59789,4073,1039,24412,5024,128,92705
36548,10019,90617,33141,4260,539,12182,3000,144,92706
59712,14062,94862,27715,5229,424,15442,4903,1040,92707
56754,18906,108860,46609,3940,425,24944,21248,253,92708
54945,17342,89375,37696,5726,1377,25348,7546,446,92780
29838,11041,139505,67744,1982,539,11379,13145,127,92782
64022,18780,76264,27390,9568,2783,26878,11783,590,92801
44316,12149,81538,28596,6052,1134,21268,5875,61,92802
84700,24586,75847,29907,12598,2938,37166,21888,891,92804
73310,20917,81576,29580,10893,1050,33999,9263,1064,92805
40945,12550,90512,38448,3934,833,18830,5684,563,92806
36117,12389,133894,57400,2267,495,23390,5924,111,92807
21080,7721,144348,66163,663,406,12509,4508,5,92808
41604,14658,114444,48969,2780,404,22269,10088,188,92821
5495,1796,172857,64494,376,0,1975,2292,0,92823
36470,12732,85220,44332,6279,988,20346,6616,133,92831
26040,8403,89722,35639,3916,777,11613,3484,148,92832
52799,16402,107241,43376,5388,1020,19728,18953,438,92833
26687,9321,131385,64270,1427,319,15917,6539,43,92835
53826,15588,90983,32629,5702,511,20773,19146,326,92840
34188,9598,72243,28088,4986,455,8707,16504,123,92841
47549,11719,82147,25947,6969,201,11311,21373,646,92843
22622,6735,71354,29060,3464,486,3881,13326,174,92844
15530,5435,126103,50930,630,265,10661,2223,71,92845
25367,6953,121031,40363,1255,856,15999,945,108,92860
5814,1926,189306,96167,416,40,4105,1014,0,92861
21140,6983,120365,47318,1514,376,11900,3185,225,92865
14873,5534,83179,45159,1967,48,9846,880,225,92866
44216,13203,116618,49034,3971,438,26077,5113,435,92867
27280,8354,87868,33931,2995,856,14259,4012,177,92868
36429,11497,137440,57445,2145,412,21340,5370,222,92869
53150,16982,106298,44587,4546,1426,28909,9298,186,92870
49111,14040,84500,32170,6072,2916,18570,5561,853,92879
74645,19333,139147,42629,4212,4871,26040,19383,522,92880
31401,9204,130536,48497,1821,1250,17638,3866,60,92881
69472,19761,101185,35230,5084,3547,33103,6271,523,92882
37211,11817,125423,49700,2387,3865,19491,4402,188,92883
50437,16715,142900,60473,3490,476,30779,11895,173,92886
20353,7098,159295,71421,790,314,12613,4565,82,92887
31751,12755,80363,44461,3961,161,23513,977,436,93001
53283,20087,96895,46159,4916,852,40401,2672,373,93003
31151,11119,113404,47519,2143,768,21038,1430,503,93004
47656,16379,104847,50075,3134,1608,32385,3537,270,93010
36145,13471,118153,59156,2497,1323,24488,4245,250,93012
16459,6296,115000,65969,953,156,10601,368,74,93013
37980,11844,145017,53134,1539,942,25110,2555,293,93021
6422,2159,105739,43913,497,6,5029,77,67,93022
21279,8389,80720,54045,2041,77,17717,503,221,93023
58511,15040,88508,28210,6401,1140,25533,3515,1466,93030
82517,16851,82606,21892,10295,1322,36545,5985,2917,93033
26286,9137,100074,46836,1655,308,15943,1465,441,93035
46959,13763,93481,33392,5153,1251,25625,2857,1016,93036
23108,7430,70890,29691,2836,752,13380,587,114,93041
34337,10103,73628,29086,5353,202,24275,367,510,93060
57075,19936,115483,51112,4157,537,37255,6819,306,93063
72086,25047,110537,51452,4854,740,49409,7693,560,93065
2805,1024,141250,115218,174,0,2089,77,0,93066
29870,12401,76130,45331,5014,450,17988,934,403,93101
19653,7523,104238,54774,2035,236,11644,654,80,93103
26482,10783,130325,75017,2053,307,21309,941,157,93105
11209,4581,215126,128380,670,49,9226,401,59,93108
11626,4587,121250,66581,2055,219,9351,291,22,93109
16403,6508,112684,62323,1299,273,10821,982,244,93110
18165,6304,134897,64163,1339,146,13710,933,189,93111
53345,17009,79553,36308,13262,1700,30579,7742,339,93117
4308,1021,56118,17068,598,29,2017,368,109,93202
53334,12328,53480,17475,9216,2171,17972,7137,429,93215
14423,4661,80062,35169,2406,72,8328,513,92,93221
10424,2763,51952,16641,2544,123,3754,29,91,93223
68572,21942,72996,30931,9501,4289,40120,2450,862,93230
4360,1253,49131,18233,508,0,1708,0,70,93235
37439,11788,75696,30909,5265,2270,20438,2700,821,93245
17827,5309,48783,20985,5620,152,7888,118,236,93247
15126,3600,42587,15292,3593,188,6763,118,106,93250
79217,23692,54889,22718,15430,373,38848,2761,2140,93257
5811,1664,41175,17305,1498,27,3455,19,35,93267
78831,22523,66487,25493,13358,2241,43985,2078,766,93274
54127,18525,73801,32555,6544,1866,32559,2171,795,93277
61439,18443,75679,31062,8058,1133,29312,5780,532,93291
44759,13868,77670,34172,5636,677,24226,1311,468,93292
13672,5434,37294,27815,5174,1146,7534,205,212,93301
50158,15205,50334,21660,12963,4684,20188,1095,718,93304
36783,11081,35379,17246,12279,2045,20187,396,780,93305
74769,22116,66060,28637,14100,2779,39281,1839,884,93306
89651,23152,50157,17370,23805,5639,53090,2440,664,93307
55150,19913,54189,28146,11681,1265,40004,1369,770,93308
62828,22145,59828,28617,10634,5802,31178,2949,693,93309
50535,16105,113616,49643,3767,3140,25674,8266,254,93311
59616,18163,111084,40516,5359,1929,38229,4146,677,93312
59924,16200,96149,30096,5684,3791,27184,7823,626,93313
34156,10803,124885,51556,2477,605,26276,2526,392,93314
28773,12794,89962,56704,4209,582,23100,1221,90,93401
24991,8439,48388,30089,10627,172,19978,1649,157,93405
32126,12470,104314,48227,1984,441,25047,1033,157,93420
33781,13275,91257,59764,2864,226,27641,1178,253,93422
1174,551,89063,118659,147,0,1047,0,0,93424
12755,5140,80438,40190,1350,174,9443,362,84,93433
22079,7579,102566,44902,1519,259,14805,546,434,93444
6912,2829,73293,36294,979,123,4532,87,47,93445
45720,17486,89889,47219,4413,303,34053,1493,610,93446
8050,4113,109196,71752,632,74,6654,293,12,93449
41110,11611,80438,27980,4686,563,21737,1601,715,93454
44186,15609,105838,45670,2716,901,28626,2094,495,93455
59789,13893,75519,20755,9516,457,28422,2644,1426,93458
9829,3762,128684,53338,351,0,8145,123,22,93465
42515,15006,55945,25178,9131,10834,16675,1367,375,93534
80905,22857,61183,22547,15062,17479,31173,2056,896,93535
72131,22872,97418,37692,8470,9490,38929,3952,834,93536
12745,3512,69727,21894,2200,139,5318,173,78,93543
81501,22916,61394,21615,15955,11693,24716,2036,1696,93550
54478,16966,107133,41185,3541,4646,26650,5291,370,93551
43371,10826,85890,25617,5494,4872,14737,1109,622,93552
46620,15213,113672,45874,2436,1738,28287,5106,580,93611
37138,13906,60721,29958,5358,1219,21025,2704,851,93612
2163,600,50625,18826,634,0,800,69,0,93616
32334,8339,56950,20930,8785,98,15758,235,276,93618
50848,15647,131268,49548,3089,966,32951,7557,395,93619
8396,2579,58125,26669,1602,35,4841,1145,38,93625
16588,5543,74718,32391,1447,81,11450,1032,78,93631
47683,13046,75522,25119,7188,1074,22534,1096,1189,93635
13447,4171,119375,45100,1079,267,8624,444,299,93636
41324,11353,71057,28158,8251,1487,17654,1003,534,93637
51724,12166,58200,20057,14931,1008,16853,742,451,93638
10157,2636,34522,14312,4503,140,4827,7,2,93646
15370,3979,50472,17906,4011,41,7603,87,38,93648
2844,955,42606,17286,819,133,1021,135,60,93650
30476,8575,63498,24779,4764,452,15508,564,175,93654
36053,10604,71706,28472,6075,149,18715,1808,747,93657
30191,8896,54655,23052,5940,405,16979,1170,327,93662
378,112,54583,18942,17,0,224,0,0,93673
10602,3720,30211,16844,3740,729,3649,645,333,93701
45248,12966,38965,16160,15894,1577,17102,4968,763,93702
32603,10323,40678,18703,10420,2690,10826,4180,338,93703
29502,11611,68349,36891,5652,1533,16963,1150,273,93704
38777,13027,51012,23904,10145,3231,17246,2486,561,93705
41523,11784,38269,18445,16229,4791,16630,3303,804,93706
32730,12126,55015,28162,7903,2066,17987,2914,333,93710
39963,16095,92138,54582,2986,2069,24705,3711,765,93711
48597,18625,104428,50852,3314,1367,29205,7932,219,93720
8004,2472,26019,17354,1625,938,3533,303,94,93721
86387,26499,75491,30034,14800,7535,34055,13271,987,93722
13174,3333,112306,33981,1496,620,5196,2781,171,93723
26568,6788,63571,21270,5273,1292,10025,4368,402,93725
44790,14979,52921,22678,11673,2484,20392,4236,763,93726
82176,24012,78036,29041,14158,4221,28721,23072,1161,93727
17892,6376,48197,27700,3812,439,9011,827,32,93728
12461,4637,139754,71650,859,236,8069,1992,21,93730
6624,2071,103993,38087,579,163,3104,1698,31,93737
29498,10590,84669,38174,3432,465,12395,1648,468,93901
63121,13787,68795,18903,12155,416,9948,1830,762,93905
66883,17751,93626,30789,6624,860,17650,4996,440,93906
25124,7241,100295,39557,2342,420,11402,1865,170,93907
12983,4454,159688,71675,645,22,8423,966,0,93908
12630,5401,120972,93915,919,74,10300,772,0,93923
6563,2710,158261,90354,589,107,5355,27,30,93924
27197,9503,89507,39911,2932,1738,12825,3864,128,93933
31513,14177,103946,65719,3152,876,21883,2467,309,93940
15098,6860,102553,64346,1058,124,11759,1285,64,93950
3416,1582,145250,119263,123,7,2897,303,3,93953
32610,10665,80106,33505,4039,1962,14720,3409,81,93955
27893,10854,184929,92721,1906,587,14740,8150,82,94002
4756,1902,137583,101760,234,1,2271,1621,102,94005
43458,16070,186198,111467,2005,400,23949,13023,29,94010
46331,14014,111795,43218,3387,1357,8058,25938,317,94014
65125,20476,117289,48549,4691,1898,12158,39086,686,94015
3423,1366,215439,95456,89,0,2977,36,11,94018
15275,5548,149655,79767,1071,93,11164,765,6,94019
20052,7341,250001,149472,556,20,10878,7767,18,94022
24041,8117,250001,143267,686,234,13431,8376,4,94024
41017,14349,207656,116072,2193,1160,25269,6578,203,94025
7142,2192,250001,187421,260,103,5117,1390,3,94027
6888,2575,243516,157655,213,4,5413,478,10,94028
22825,8074,146649,71386,1442,115,8256,10877,70,94030
2649,1033,184692,99498,107,0,2222,41,0,94037
3165,1087,116950,53619,160,14,2241,169,16,94038
35667,15064,175147,108209,2121,384,16938,12775,157,94040
15222,6467,169479,94848,1105,398,7365,3893,162,94041
32670,13369,174416,96072,1259,1296,14018,10895,206,94043
38061,13951,151680,66530,2097,848,21921,8186,443,94044
37539,13176,139810,71376,1750,831,18271,5126,622,94061
26531,9679,230391,127625,1399,445,20022,2207,31,94062
34807,10969,107734,52233,3844,819,11828,3580,1181,94063
11588,4659,201125,104750,493,20,5107,5045,43,94065
43369,15169,131669,57851,2426,479,16147,14013,61,94066
31312,11627,220323,113661,929,209,19854,6349,43,94070
66262,22220,126916,57924,4428,1284,19128,28638,382,94080
22996,8952,168250,85066,1859,226,5269,10692,154,94085
49217,20118,171265,89989,2624,669,16206,23896,138,94086
58913,20553,196611,95310,2367,696,20148,30793,394,94087
23447,9023,149270,77778,1300,249,7201,11275,36,94089
34077,19031,62388,66147,6735,3796,11809,9824,613,94102
32400,16675,111028,83947,6012,2516,12550,10361,761,94103
557,279,47386,73393,110,26,214,250,0,94104
13722,7616,250001,196978,678,142,5351,7355,34,94105
30340,15271,176788,116768,2388,842,15038,9559,61,94107
12070,6483,68768,63658,2217,194,3725,6892,83,94108
56333,32462,108691,98574,7398,2584,31082,14641,389,94109
69679,27220,152115,90333,6983,3195,33116,10659,704,94110
4468,2446,164107,122171,557,25,1834,2249,0,94111
80880,23106,120731,49165,7165,2642,16587,42133,286,94112
33858,16946,184671,130271,1830,828,23772,4575,215,94114
33299,16737,149927,112352,4304,3920,17615,6571,46,94115
43903,15368,145931,72233,2812,431,14253,24043,11,94116
39496,17619,190444,111352,3118,1867,27497,4789,236,94117
40108,16984,157143,98949,2530,595,20724,13334,94,94118
43304,17955,132519,79208,3886,694,18717,18795,159,94121
59453,22420,141760,70250,4587,1302,22886,26534,109,94122
24721,12732,211854,159220,1104,101,18716,2562,59,94123
37347,11165,76341,35432,6056,9703,4241,13326,269,94124
21184,7351,200082,100120,1009,661,10746,6043,95,94127
3952,1331,236445,93377,95,54,2395,276,12,94129
3136,626,96000,35986,1217,503,1232,325,42,94130
28705,12477,196571,115980,1555,1146,16211,6382,41,94131
27641,10576,104537,59252,3786,2059,7709,13023,73,94132
25460,12998,77652,72350,4229,819,9075,12503,202,94133
40738,12467,104247,45265,4727,2414,6488,24588,131,94134
10205,4501,180208,111455,761,999,2891,4530,0,94158
17259,7130,217611,139099,680,428,10433,4304,2,94301
47989,14276,144259,65697,3964,4214,16675,10110,1029,94303
4489,2035,159637,116734,273,47,2855,780,25,94304
17279,3574,72500,40920,1508,835,8983,4415,120,94305
27785,10722,199800,108412,1872,532,13805,10175,116,94306
35392,12993,117678,58578,3428,708,12552,8282,563,94401
26150,10073,184453,102369,1462,378,14727,6819,31,94402
43858,16612,171213,84786,2639,847,19595,13303,402,94403
36397,14371,182699,91624,1410,813,13186,18681,106,94404
63340,24978,116596,66005,5098,4894,29280,17752,286,94501
14225,4842,207823,77547,355,429,5482,6567,20,94502
21791,5790,122500,41861,1644,1328,7147,7562,169,94503
15445,5482,147292,62223,941,823,11019,1141,110,94505
26947,9211,246132,114027,1485,889,14866,8572,14,94506
14503,5007,250001,134845,521,152,11291,1748,1,94507
3406,988,113036,47488,301,126,2115,520,85,94508
70889,23166,78637,34259,10319,11457,25759,6689,1173,94509
27223,10922,124099,60924,1516,960,18161,3219,100,94510
67580,21808,133930,53474,4557,6612,36046,10093,451,94513
2023,573,72445,32214,218,3,1317,59,54,94514
7024,2728,102557,69968,456,50,4713,151,16,94515
12349,4408,156870,71978,370,343,9022,1389,44,94517
28287,10229,111186,51847,2747,580,16070,3436,295,94518
20162,7055,118587,51403,1718,557,10545,2857,103,94519
36699,13308,77927,37388,4570,1814,13895,4690,485,94520
41092,15513,121368,55235,2491,1744,24684,6133,234,94521
34964,14056,136787,64572,2230,1505,22213,5936,101,94523
3599,1686,93333,57389,428,363,2447,225,26,94525
33396,12174,202697,94411,1243,191,25492,5007,11,94526
26483,10850,119761,66901,2336,1353,12855,7698,313,94530
44115,13233,115300,42729,3510,10989,13230,9092,259,94531
78129,24660,84907,35228,9054,13561,29733,11527,437,94533
41395,13549,132382,54443,1987,4438,18646,10415,79,94534
3873,1015,79418,25858,130,330,2448,270,5,94535
71445,24789,152076,64478,5401,3215,20081,35979,265,94536
66215,22104,143146,58699,3277,2563,14132,36057,533,94538
53464,16411,219913,80720,1965,944,7577,41336,172,94539
67401,21963,96176,41827,7332,8702,19856,12589,473,94541
16188,5013,132747,57706,1105,1679,6081,3839,212,94542
77712,23082,103039,39718,6954,5891,15040,22176,1088,94544
33700,10027,102220,41321,2903,2459,5791,14165,408,94545
45761,15897,117808,51886,3387,3103,20903,12794,575,94546
26041,8990,125880,52818,1221,5084,5833,10862,7,94547
28456,10141,221148,110583,1321,201,21794,3227,28,94549
49463,17260,171388,78209,1670,836,33307,7717,208,94550
40025,14192,128356,56816,2143,700,22690,6372,384,94551
14948,4993,204260,80355,759,507,6103,6407,2,94552
49062,19174,118704,58883,3088,1803,32314,5232,439,94553
37671,11691,202832,75147,1471,534,5393,28000,117,94555
15959,5665,193750,93747,1155,92,10467,3536,19,94556
65084,24253,110397,55410,4882,693,45760,1519,874,94558
28224,10313,94599,46502,2436,180,18411,892,210,94559
47470,14805,159465,62417,1906,1559,12244,19832,277,94560
44546,13463,119646,41146,3237,3853,24154,3542,289,94561
19416,7447,250001,141795,402,38,13810,2891,42,94563
18946,6784,113630,49738,1037,2241,6962,4563,70,94564
100826,29858,92399,34416,10923,14163,26536,16112,1080,94565
45145,16051,187357,87539,1959,371,22795,16962,81,94566
71068,23583,191039,76941,2715,3037,21073,37998,472,94568
9309,3046,92250,40325,897,1327,2953,2134,3,94572
7827,3457,130250,100179,486,34,6047,163,12,94574
171,86,158125,70624,0,0,150,21,0,94576
47937,16684,106695,49749,3408,6449,15747,13392,924,94577
42350,13872,87120,36558,5132,7754,9680,12144,148,94578
20272,6589,95398,41190,1734,583,5332,10067,78,94579
29377,8775,103364,40303,1934,1040,8875,10921,375,94580
47338,16184,202775,83087,2401,1756,13114,27826,192,94582
39758,13707,178212,72262,1265,626,19550,14350,76,94583
29401,9659,95109,36268,2636,6508,9472,4798,485,94585
69502,20860,138013,52646,4573,3326,12248,38809,479,94587
35162,12292,177016,79031,2220,938,14159,15776,221,94588
29959,9552,85373,36078,2413,5602,8070,6946,315,94589
37991,15456,65340,35355,7002,8450,13466,4031,365,94590
59026,19742,104567,44106,5307,9199,16498,17913,629,94591
1020,422,149583,58477,112,82,397,308,0,94592
17341,9586,91734,83310,659,359,13057,2052,88,94595
23795,10738,135422,82889,1414,549,16976,3179,53,94596
23654,10691,135960,70754,1675,1018,13697,5235,132,94597
26346,10443,185995,94524,1254,633,17253,4439,51,94598
3428,1531,75245,61254,307,106,2760,127,20,94599
52102,16023,62825,28724,9668,8329,8680,10052,1645,94601
31104,12094,126412,70803,2288,4792,14128,5270,312,94602
37042,10574,64656,25774,4950,9988,3391,2294,643,94603
44477,16861,90685,52446,5817,18610,9076,3658,123,94605
38459,15692,71442,42097,6349,6558,9453,12957,400,94606
27019,11899,77701,57194,5211,7830,7833,6605,192,94607
34083,15674,114286,70401,4668,7846,14349,5899,312,94608
25175,10651,107242,68866,2508,5787,11089,3148,123,94609
32404,15826,128304,86521,2601,4569,17870,5323,119,94610
39780,17997,163837,107408,2420,2672,24801,7055,238,94611
17742,9906,76953,71015,3562,4808,6076,4505,119,94612
17285,7434,202297,117171,830,638,12015,2091,45,94618
27018,9621,130876,61338,1323,4748,10351,4918,585,94619
34911,10119,53509,23479,6902,10378,3214,1498,517,94621
17473,7428,98873,65525,1976,3273,8708,2311,84,94702
20404,8339,99901,63761,2421,2556,11236,2959,77,94703
25711,8156,51696,30453,9792,1075,11003,9444,159,94704
14508,5843,157221,97675,1289,540,10660,1578,48,94705
20860,8107,125410,66350,1842,866,9891,6244,115,94706
12596,5176,186579,104890,478,156,9078,1879,12,94707
11810,4543,218950,100811,670,192,9254,1084,30,94708
12200,5244,84965,57102,2160,503,6700,3724,321,94709
8471,3597,116313,64994,783,995,3968,1149,101,94710
5322,155,74861,10376,71,340,2100,1847,38,94720
32759,10126,72268,30652,5960,4423,5509,1791,652,94801
27171,9353,111610,48980,2140,3822,10234,6104,184,94803
44387,15657,79659,36616,7172,9704,10412,4876,292,94804
14790,5541,101932,49975,567,1546,5979,2581,179,94805
63730,20412,82274,33262,7030,8546,13387,12191,779,94806
40927,15601,113294,69509,3837,374,25158,2239,481,94901
31582,12308,131172,70546,1954,945,21772,2353,110,94903
13132,5675,158338,117910,699,85,10517,1022,18,94904
12906,5144,216096,144758,280,66,10598,1117,46,94920
10155,4023,210560,112991,379,146,7922,550,0,94925
46231,17001,93282,43829,4343,1880,28799,2978,563,94928
8748,3648,129839,68225,764,110,7538,209,5,94930
8945,3783,98475,50954,630,68,6915,160,213,94931
7488,3464,156250,107557,519,33,6045,291,0,94939
32190,12388,206580,112930,1740,406,26715,2083,0,94941
17309,7250,115000,68815,1153,515,12780,1493,53,94945
25183,9204,121338,60948,2399,741,17592,1324,33,94947
18545,7343,112068,67932,1325,976,11835,1539,163,94949
3574,1468,110296,64777,226,0,2868,112,0,94951
33519,13672,110739,63438,1996,278,26349,1026,104,94952
38201,14403,108630,52480,2156,590,28104,2029,369,94954
2081,712,250001,152463,76,21,1805,103,0,94957
16028,6117,172675,103820,630,216,13531,735,132,94960
12044,6079,136098,102735,1013,870,8862,1104,15,94965
1920,541,107438,45602,78,27,322,344,26,95002
24977,10082,136506,72729,862,88,20084,784,69,95003
3902,1270,173333,62037,166,38,2650,183,185,95004
7552,2798,105577,53608,293,31,6803,101,0,95005
8802,3479,137552,62990,442,63,7450,62,34,95006
359,190,190682,102328,16,9,308,0,0,95007
48746,19015,139688,75922,3010,1065,25908,12923,147,95008
9243,4382,91771,62899,1235,0,6858,544,21,95010
10528,2412,73058,19505,1631,61,2281,279,0,95012
61414,21485,222878,99025,3156,700,14153,42916,177,95014
6055,2705,109778,64373,401,9,5127,138,0,95018
5891,1840,65294,23350,444,361,1671,216,0,95019
68365,19807,128977,47831,5008,1841,31396,6985,629,95020
57367,17255,103238,39009,4561,557,29623,1974,1019,95023
13373,5278,242500,152047,789,47,10360,2398,0,95030
27678,10416,185822,108446,982,373,19236,4942,20,95032
9853,3763,176938,92783,263,14,8205,632,0,95033
79393,24477,166931,61918,4551,1739,10633,55426,360,95035
51867,16607,153091,63606,1933,1099,29752,7965,229,95037
1427,388,48700,26586,223,44,308,29,67,95039
669,256,112000,87142,32,7,541,0,0,95043
4063,1509,104456,51846,159,53,2766,97,17,95045
39905,15204,119356,64995,4549,1147,17997,13131,162,95050
